#,SUB-ASSET,Rig Crew #,CAPEX SCENARIO,TARGET,FRAC SIZE,BASE LL FOR CAPEX,PROPNUM,WELL,WELL RANKING,PAD NAME,WELLS ON PAD,DRILL ORDER,TYPE CURVE AREA,High Pressure Gas Trunkline,WI %,NRI %,RESCAT,PERFED LATERAL LENGTH,COMPLETION DESIGN,CURRENT STATUS,TANK BATTERY,AFE,PLANNING & STAKING,PERMITTED,LOCATION BUILDING,SPUD,PAD SPUD,TD,RIG RELEASE (PAD),COMPLETION START,FRAC END,DRILL OUT START,COMPLETION END,PUT ON PRODUCTION,TURNED TO LOE,POST DRILL FILING REQUIREMENTS,1ST OIL,Hedging: Include in BVTH
73,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD41A00,FARMAR B S124HM,1,PAD 47,4,1,B3 LGOR,North TL,100,75,1PDP,7490,62-2468-8-19-149,ACTIVE,LOW,41505,41505,41505,41505,42998,42998,43013,43014,43302,43322,43363,43366,43373,43412,43407,43383,1
74,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD86A00,FARMAR B S125HM,1,PAD 47,4,2,B3 LGOR,North TL,100,75,1PDP,7565,61-2419-12-12-151,ACTIVE,LOW,41505,41505,41505,41505,43239,43239,43271,43274,43302,43319,43356,43359,43373,43412,43407,43375,1
75,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD11A00,FARMAR B N124HU,1,PAD 47,4,3,B1 LGOR,North TL,100,75,1PDP,7440,63-2469-12-12-151,ACTIVE,LOW,41505,41505,41505,41505,42997,42997,43023,43025,43325,43338,43346,43349,43373,43412,43407,43376,1
76,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD4PA00,FARMAR B N125HU,1,PAD 47,4,4,B1 LGOR,North TL,100,75,1PDP,7577,64-2484-8-18-151,ACTIVE,LOW,41505,41505,41505,41505,43240,43240,43251,43253,43325,43338,43354,43357,43373,43412,43407,43374,1
77,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,S1CH74SIYM,FARMAR B N527HA,1,PAD 48,1,1,A1 LGOR,69 Spur,100,75,1PDP,7041,60-2500-12-12-150,ACTIVE,52 TB,41505,41505,41505,41505,43317,43317,43340,43342,43371,43388,43391,43397,43419,43447,43457,43427,1
78,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,S27ILDWJWY,FARMAR BC PU S695HD,1,PAD 48,1,1,C1 MGOR,69 Spur,100,74.16625,1PDP,7639,60-2500-8-18-150,ACTIVE,69 TB,41505,41505,41505,41505,43318,43317,43331,43333,43371,43388,43391,43397,43407,43438,43448,43407,1
79,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD9VB00,FARMAR D N546HM,1,PAD 49.13,2,1,B3 LGOR,East TL,100,75,1PDP,7643,63-2395-8-18-151,ACTIVE,HIGH,41505,41505,41505,41505,43348,43348,43374,43376,43406,43421,43422,43428,43433,43461,43471,43435,1
80,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD9WB00,FARMAR D N548HM,1,PAD 49.13,2,2,B3 LGOR,East TL,100,75,1PDP,7577,63-2444-8-18-151,ACTIVE,HIGH,41505,41505,41505,41505,43349,43348,43360,43376,43406,43421,43422,43428,43434,43461,43471,43436,1
81,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JADAIB00,POWERS A PU N142HM,1,PAD 50,2,1,B3 LGOR,Non-Farmar 1,100,75,1PDP,7733,52-2056-10-17-179,ACTIVE,POWERS PU,41505,41505,41505,41505,43374,43374,43405,43432,43452,43470,43474,43480,43483,43495,43585,43488,1
82,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,10000,Q8JAD6HA00,POWERS B PU N143HM,1,PAD 50,2,2,B3 LGOR,Non-Farmar 1,100,75,1PDP,10241,51-2027-10-17-183,ACTIVE,POWERS PU,41505,41505,41505,41505,43375,43374,43398,43432,43452,43470,43474,43480,43483,43489,43580,43488,1
83,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD47900,LANGE A N048HM,1,PAD 51,2,1,B3 LGOR,Non-Farmar 2,100,75,1PDP,6548,51-2034-10-17-182,ACTIVE,LANGE,41505,41505,41505,41505,43280,43280,43311,43312,43482,43493,43496,43504,43509,43531,43481,43512,1
84,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JADAOB00,LANGE A N047HU,1,PAD 51,2,2,B1 LGOR,Non-Farmar 2,100,75,1PDP,6700,51-2059-10-17-181,ACTIVE,LANGE,41505,41505,41505,41505,43281,43280,43293,43312,43482,43493,43496,43504,43509,43531,43480,43510,1
85,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,S1CG5E3OFZ,LANGE AC PU N046HM,1,PAD 52,2,1,B3 LGOR,Non-Farmar 2,100,75,1PDP,7024,51-2074-10-17-180,ACTIVE,LANGE PU,41505,41505,41505,41505,43437,43437,43452,43468,43488,43504,43510,43515,43515,43531,43595,43520,1
86,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JAD40900,LANGE A N041HM,1,PAD 52,2,2,B3 LGOR,Non-Farmar 2,100,75,1PDP,6847,52-2060-10-17-180,ACTIVE,LANGE,43389,41505,43383,41505,43454,43437,43468,43468,43488,43504,43509,43515,43515,43531,43580,43520,1
87,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JAD0KA00,FARMAR AD PU N118HU,1,PAD 53,3,1,B1 LGOR,North TL,100,75,1PDP,7711,50-2054-10-16-179,ACTIVE,11 PU TB,43445,41505,43294,41505,43471,43471,43479,43500,43525,43542,43544,43553,43558,43577,43643,43569,1
88,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JADBLB00,FARMAR AD PU N117HU,1,PAD 53,3,2,B1 LGOR,North TL,100,75,1PDP,7682,51-2020-10-17-183,ACTIVE,11 PU TB,43445,41505,43441,41505,43480,43471,43487,43500,43525,43542,43544,43553,43558,43577,43643,43570,1
89,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,Q8JADBIB00,FARMAR AC PU N116HU,1,PAD 53,3,3,B1 LGOR,North TL,100,75,1PDP,7646,51-2039-10-17-183,ACTIVE,11 PU TB,43445,41505,43294,41505,43488,43471,43500,43500,43525,43542,43544,43553,43558,43577,43643,43574,1
90,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,S27ILD6IRY,FARMAR A N502HD,1,PAD 54,4,1,C1 LGOR,East TL,100,75,1PDP,7624,53-2046-10-17-181,ACTIVE,50 TB,43492,41505,43472,41505,43503,43502,43514,43555,43596,43621,43622,43638,43642,43671,43705,43657,1
91,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JADBSB00,FARMAR A N503HM,1,PAD 54,4,2,B3 LGOR,East TL,100,75,1PDP,7605,52-1999-10-17-181,ACTIVE,50 TB,43492,41505,43473,41505,43517,43502,43528,43555,43596,43621,43622,43638,43642,43671,43705,43661,1
92,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B1,2050,7500,S1CH6JEU5M,FARMAR A N501HA,1,PAD 54,4,3,A1 LGOR,East TL,100,75,1PDP,7396,52-2090-08-20-176,ACTIVE,50 TB,43492,41505,43472,41505,43531,43502,43538,43555,43596,43621,43622,43638,43642,43671,43705,43654,1
93,Farmar,Rig Crew 1,FARMAR 11/6/19 AFE//7500//B1//2050,B3,2050,7500,Q8JADBPB00,FARMAR A N501HM,1,PAD 54,4,4,B3 LGOR,East TL,100,75,1PDP,7605,53-2025-10-15-181,ACTIVE,50 TB,43492,41505,43472,41505,43541,43502,43555,43555,43596,43621,43622,43638,43642,43671,43705,43658,1
94,Farmar,Rig Crew 1,GENERIC - FARMAR + 5%//10000//GENERIC//2050,B1,2050,10000,Q8JAD3WA00,POWERS C PU N145HU,1,PAD 55,2,1,NEW B1 LGOR,Non-Farmar 1,100,75,1PDP,10100,50-2000-10-18-180,ACTIVE,POWERS PU,43514,41505,43482,43527.6,43558,43558,43567,43581,43760,43772,43774,43778,43783,43804,43731,43784,1
95,Farmar,Rig Crew 1,GENERIC - FARMAR + 5%//10000//GENERIC//2050,B1,2050,10000,Q8JADANB00,POWERS C PU N146HU,1,PAD 55,2,2,NEW B1 LGOR,Non-Farmar 1,100,75,1PDP,10100,50-2000-10-18-180,ACTIVE,POWERS PU,43514,41505,43482,43527.6,43569,43558,43581,43581,43760,43772,43773,43781,43783,43804,43731,43784,1
96,Farmar,Rig Crew 1,GENERIC - FARMAR + 5%//10000//GENERIC//2050,B1,2050,10000,Q8JAD1OA00,FARMAR C S534HU,1,PAD 56,4,1,B1 LGOR,53 Spur,100,75,1PDP,11700,50-2000-10-18-180,ACTIVE,S53 TB,43570,43464.4,43494.8,43555.6,43586,43586,43598,43650,43664,43695,43701,43712,43717,43766,43800,43721,1
97,Farmar,Rig Crew 1,GENERIC - FARMAR + 5%//10000//GENERIC//2050,B3,2050,10000,Q8JAD5E900,FARMAR C S531HM,1,PAD 56,4,2,B3 LGOR,53 Spur,100,75,1PDP,11700,50-2000-10-18-180,ACTIVE,S53 TB,43570,43464.4,43494.8,43555.6,43598,43586,43613,43650,43664,43695,43696,43712,43717,43766,43800,43718,1
98,Farmar,Rig Crew 1,GENERIC - FARMAR + 5%//10000//GENERIC//2050,B3,2050,10000,Q8JAD97A00,FARMAR C S535HM,1,PAD 56,4,3,B3 LGOR,53 Spur,100,75,1PDP,11700,50-2000-10-18-180,ACTIVE,S53 TB,43570,43464.4,43494.8,43555.6,43614,43586,43629,43650,43664,43695,43706,43709,43717,43766,43799,43718,1
99,Farmar,Rig Crew 1,GENERIC - FARMAR + 5%//10000//GENERIC//2050,B3,2050,10000,Q8JAD5IA00,FARMAR C S537HM,1,PAD 56,4,4,B3 LGOR,53 Spur,100,75,1PDP,11700,50-2000-10-18-180,ACTIVE,S53 TB,43570,43464.4,43494.8,43555.6,43630,43586,43642,43650,43664,43695,43709,43714,43717,43766,43800,43718,1
100,Farmar,Rig Crew 1,WANORECK A PU N131HM,GENERIC,2050,10100,QACEOQFQ1V,WANORECK A PU N131HM,1,PAD 57,3,1,PDP,Non-Farmar 1,100,75,1PDP,10100,50-2000-10-18-180,ACTIVE,WANORECK PU,43733,43661,43698,43693,43767,43767,43785,43825,43832,43854,43857,43871,43873,43891,43961,43874,1
101,Farmar,Rig Crew 1,WANORECK B PU N133HM,GENERIC,2050,10100,QACF4QQ0O7,WANORECK B PU N133HM,1,PAD 57,3,2,PDP,Non-Farmar 1,100,75,1PDP,10100,50-2000-10-18-180,ACTIVE,WANORECK PU,43733,43661,43699,43693,43789,43767,43805,43825,43832,43854,43857,43871,43873,43891,43961,43874,1
102,Farmar,Rig Crew 1,WANORECK B PU N134HM,GENERIC,2050,10100,QACF5KD1QZ,WANORECK B PU N134HM,1,PAD 57,3,3,PDP,Non-Farmar 1,100,75,1PDP,10100,50-2000-10-18-180,ACTIVE,WANORECK PU,43733,43661,43699,43693,43809,43767,43822,43825,43832,43854,43857,43871,43873,43891,43961,43873,1
104,Farmar,Rig Crew 1,HALCOMB A S271HU,GENERIC,2050,10300,QAFF6IPJCG,HALCOMB A S271HU,1,PAD 58,2,1,PDP,Non-Farmar 1,100,75,1PDP,10300,50-2000-10-18-180,ACTIVE,HALCOMB A,43804,43707.4,43725,43798.6,43829,43829,43837,43869,44048,44060,44062,44068,44083,44097,44019,44097,1
106,Farmar,Rig Crew 1,HALCOMB A S288HM,GENERIC,2050,8900,QAFFKDRG3Y,HALCOMB A S288HM,1,PAD 58,2,2,PDP,Non-Farmar 1,100,75,1PDP,8900,50-2000-10-18-180,ACTIVE,HALCOMB A,43804,43707.4,43725,43798.6,43838,43829,43849,43869,43904,43914,43917,43923,43924,43938,44013,43925,1
110,Farmar,Rig Crew 1,HALCOMB A S287HU,GENERIC,2050,8900,QAFF611RFL,HALCOMB A S287HU,1,PAD 58,2,1,PDP,Non-Farmar 1,100,75,1PDP,8900,50-2000-10-18-180,ACTIVE,HALCOMB A,43804,43707.4,43725,43798.6,43851,43829,43856,43869,44048,44060,44062,44068,44070,44097,44019,44071,1
111,Farmar,Rig Crew 1,HALCOMB A S286HD,GENERIC,2050,8900,S15KAQG2EF,HALCOMB A S286HD,1,PAD 58,2,2,PDP,Non-Farmar 1,100,75,1PDP,8900,50-2000-10-18-180,ACTIVE,HALCOMB A,43804,43707.4,43725,43798.6,43859,43829,43866,43869,43904,43914,43917,43923,43924,43938,44013,43925,1
112,Farmar,Rig Crew 1,HALCOMB A S273HU,GENERIC,2050,10300,QAFFKDPG7Y,HALCOMB A S273HU,1,PAD 59.34,3,1,PDP,Non-Farmar 1,100,75,1PDP,10300,50-2000-10-18-180,ACTIVE,HALCOMB A,43851,43751.4,43754,43842.6,43873,43873,43878,43902,44063,44082,44084,44094,44097,44127,44052,44098,1
113,Farmar,Rig Crew 1,HALCOMB A S274HM,GENERIC,2050,10300,S15KAPS6NE,HALCOMB A S274HM,1,PAD 59.34,3,2,PDP,Non-Farmar 1,100,75,1PDP,10300,50-2000-10-18-180,ACTIVE,HALCOMB A,43851,43751.4,43754,43842.6,43881,43873,43891,43902,44063,44082,44084,44090,44097,44127,44052,44097,1
114,Farmar,Rig Crew 1,HALCOMB A S274HA,GENERIC,2050,10300,S1CH7O9KIM,HALCOMB A S274HA,1,PAD 59.34,3,3,PDP,Non-Farmar 1,100,75,1PDP,10300,45-2000-8-22-180,ACTIVE,HALCOMB A,43851,43751.4,43754,43842.6,43894,43873,43899,43902,44063,44082,44084,44087,44097,44127,44052,44125,1
115,Munson,Rig Crew 1,MUNSON C 2001H,GENERIC,2050,10000,S33GBKWT5I,MUNSON C 2001H,2,PAD 60,1,1,MUNSON,N/A,100,75,DUC,10000,40-1600-10-18-180,WOC,MUNSON 28,42005,42005,42005,42005,42005,42005,42005,42005,80848,80858.5,80859.5,80862.5,80863.5,80893.5,42005,,0
116,Munson,Rig Crew 1,MUNSON C S284HM,GENERIC,2050,8000,VAMI9FNR9I,MUNSON C S284HM,1,PAD 61,3,1,PDP,N/A,100,75,1PDP,8000,50-2000-10-18-180,DRILLING,MUNSON 28,44127,42005,44119,42005,44139,44139,44144,44159,44163,44183,44185,44201,44204,44228,44291,44205,1
117,Munson,Rig Crew 1,MUNSON C S285HU,GENERIC,2050,8000,VAMI9COT8M,MUNSON C S285HU,1,PAD 61,3,2,PDP,N/A,100,75,1PDP,8000,50-2000-10-18-180,DRILLING,MUNSON 28,44127,42005,44119,42005,44147,44139,44150,44159,44163,44183,44185,44201,44204,44228,44291,44205,1
118,Munson,Rig Crew 1,MUNSON C S286HM,GENERIC,2050,8000,VAMI969U7M,MUNSON C S286HM,1,PAD 61,3,3,PDP,N/A,100,75,1PDP,8000,50-2000-10-18-180,DRILLING,MUNSON 28,44127,42005,44119,42005,44152,44139,44157,44159,44163,44183,44185,44201,44204,44228,44291,44206,1
119,Farmar,Rig Crew 1,FARMAR DD S548HM,GENERIC,2050,9400,Q8JAD37900,FARMAR DD S548HM,1,PAD 62,4,4,PDP,East TL,100,75,1PDP,9400,50-2000-10-18-180,ACTIVE,SAT 54 TB,43902,43784.4,43859,43875.6,43906,43906,43917,43920,44252,44277,44282,44294,44298,44322,44070,44302,1
120,Farmar,Rig Crew 1,FARMAR DC S545HM,GENERIC,2050,9400,Q8JAD91B00,FARMAR DC S545HM,1,PAD 62,4,3,PDP,East TL,100,75,1PDP,9400,50-2000-10-18-180,ACTIVE,SAT 54 TB,43902,44041.4,43859,44132.6,44163,44163,44169,44189,44252,44277,44282,44294,44298,44322,44339,44307,1
121,Farmar,Rig Crew 1,FARMAR DB S544HU,GENERIC,2050,9400,QAFHP17O5Y,FARMAR DB S544HU,1,PAD 62,4,2,PDP,East TL,100,75,1PDP,9400,50-2000-10-18-180,ACTIVE,SAT 54 TB,43902,44041.4,43859,44132.6,44171,44163,44175,44189,44263,44277,44282,44294,44298,44322,44339,44304,1
122,Farmar,Rig Crew 1,FARMAR DA S541HM,GENERIC,2050,9400,Q8JAD5OA00,FARMAR DA S541HM,1,PAD 62,4,1,PDP,East TL,100,75,1PDP,9400,50-2000-10-18-180,ACTIVE,SAT 54 TB,43902,44041.4,43859,44132.6,44177,44163,44184,44189,44263,44277,44282,44294,44298,44322,44339,44299,1
123,Munson,Rig Crew 1,MUNSON C N283HU,GENERIC,2050,7461,W24MS77LJN,MUNSON C N283HU,1,PAD 63,5,1,PDP,N/A,87,64,1PDP,7461,50-2000-10-18-180,FUTURE,MUNSON 28,44355,44351,44355,44326,44362,44362,44372,44402,44407,44431,44432,44447,44448,44478,44537,,1
124,Munson,Rig Crew 1,MUNSON C N284HM,GENERIC,2050,7469,W24N1109BH,MUNSON C N284HM,1,PAD 63,5,2,PDP,N/A,87,64,1PDP,7469,50-2000-10-18-180,FUTURE,MUNSON 28,44337,44321,44333,44326,44375,44362,44380,44402,44407,44431,44432,44447,44448,44478,44537,,1
125,Munson,Rig Crew 1,MUNSON C N285HU,GENERIC,2050,7566,W24N116ADH,MUNSON C N285HU,1,PAD 63,5,3,PDP,N/A,87,64,1PDP,7566,50-2000-10-18-180,FUTURE,MUNSON 28,44337,44321,44333,44326,44382,44362,44386,44402,44407,44431,44432,44447,44448,44478,44537,,1
126,Munson,Rig Crew 1,MUNSON C N286HM,GENERIC,2050,7786,W24N11ABGH,MUNSON C N286HM,1,PAD 63,5,4,PDP,N/A,87,64,1PDP,7786,50-2000-10-18-180,FUTURE,MUNSON 28,44337,44321,44333,44326,44389,44362,44393,44402,44407,44431,44432,44447,44448,44478,44537,,1
127,Munson,Rig Crew 1,MUNSON C N287HU,GENERIC,2050,7450,WWWWWWW,MUNSON C N287HU,1,PAD 63,5,5,PDP,N/A,87,64,1PDP,7450,50-2000-10-18-180,FUTURE,MUNSON 28,44337,44321,44333,44326,44395,44362,44400,44402,44407,44431,44432,44447,44448,44478,44537,,1
128,JV,Rig Crew 1,ASSAULT S391HU,All,2050,10000,W9DFS1911J,ASSAULT S391HU,2,PAD 64,4,1,NORTHWEST,N/A,95,74.54,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44463,44438,44454,44442,44489,44489,44497,44526,44605.01,44618.35,44660.7,44672.7,44674.7,44704.7,44676,,1
129,JV,Rig Crew 1,ASSAULT S392HD,All,2050,10000,W9DF066RK6,ASSAULT S392HD,2,PAD 64,4,2,NORTHWEST,N/A,95,74.54,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44463,44438,44454,44442,44499,44489,44505,44526,44605.01,44618.35,44660.7,44672.7,44674.7,44704.7,44676,,1
130,JV,Rig Crew 1,ASSAULT S393HA,All,2050,10000,W9DF1EUM16,ASSAULT S393HA,2,PAD 64,4,3,NORTHWEST,N/A,95,74.54,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44463,44438,44454,44442,44508,44489,44512,44526,44619.35,44632.69,44660.7,44672.7,44674.7,44704.7,44676,,1
131,JV,Rig Crew 1,ASSAULT S394HM,All,2050,10000,W9DF1C9HZ6,ASSAULT S394HM,2,PAD 64,4,4,NORTHWEST,N/A,95,74.54,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44463,44438,44454,44442,44514,44489,44522,44526,44619.35,44632.69,44660.7,44672.7,44674.7,44704.7,44676,,1
132,JV,Rig Crew 1,ASSAULT S395HU,All,2050,10000,W9DF18WGY6,ASSAULT S395HU,2,PAD 65,3,1,NORTHWEST,N/A,95,74.54,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44463,44438,44462,44442,44531,44531,44537,44560,44582,44602.01,44629.69,44638.69,44640.69,44670.69,44710,,1
133,JV,Rig Crew 1,ASSAULT S396HD,All,2050,10000,W9DG56Q0G0,ASSAULT S396HD,2,PAD 65,3,2,NORTHWEST,N/A,95,74.54,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44463,44438,44462,44442,44539,44531,44547,44560,44582,44602.01,44629.69,44638.69,44640.69,44670.69,44710,,1
134,JV,Rig Crew 1,ASSAULT S397HA,All,2050,10000,W9DG52A5F9,ASSAULT S397HA,2,PAD 65,3,3,NORTHWEST,N/A,95,74.54,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44463,44438,44462,44442,44549,44531,44556,44560,44582,44602.01,44629.69,44638.69,44640.69,44670.69,44710,,1
135,JV,Rig Crew 1,WAR ADMIRAL PU S446HM,All,2050,10000,WAMDNK5L1B,WAR ADMIRAL PU S446HM,2,PAD 66.a,6,1,NORTHWEST,N/A,96.25,73.55,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44538,44444.4,44474.8,44535.6,44566,44566,44574,44620,44643.69,44663.7,44684.71,44693.71,44695.71,44725.71,44770,,0
136,JV,Rig Crew 1,WAR ADMIRAL PU S445HU,All,2050,10000,WAMELFM0E9,WAR ADMIRAL PU S445HU,2,PAD 66.a,6,2,NORTHWEST,N/A,96.25,73.55,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44538,44444.4,44483.8,44535.6,44575,44566,44583,44620,44643.69,44663.7,44684.71,44693.71,44695.71,44725.71,44770,,0
137,JV,Rig Crew 1,WAR ADMIRAL PU S444HD,All,2050,10000,WAMENRP1F1,WAR ADMIRAL PU S444HD,2,PAD 66.a,6,3,NORTHWEST,N/A,96.25,73.55,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44538,44444.4,44492.8,44535.6,44584,44566,44592,44620,44643.69,44663.7,44684.71,44693.71,44695.71,44725.71,44770,,0
138,JV,Rig Crew 1,WAR ADMIRAL PU S443HU,All,2050,10000,WAMEPODC6T,WAR ADMIRAL PU S443HU,2,PAD 66.b,6,4,NORTHWEST,N/A,96.25,73.55,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44538,44444.4,44501.8,44535.6,44593,44566,44601,44620,44663.7,44683.71,44684.71,44693.71,44695.71,44725.71,44770,,0
139,JV,Rig Crew 1,WAR ADMIRAL PU S442HM,All,2050,10000,WAMES6X0WR,WAR ADMIRAL PU S442HM,2,PAD 66.b,6,5,NORTHWEST,N/A,96.25,73.55,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44538,44444.4,44510.8,44535.6,44602,44566,44610,44620,44663.7,44683.71,44684.71,44693.71,44695.71,44725.71,44770,,0
140,JV,Rig Crew 1,WAR ADMIRAL PU S441HA,All,2050,10000,WAMET41BAY,WAR ADMIRAL PU S441HA,2,PAD 66.b,6,6,NORTHWEST,N/A,96.25,73.55,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44538,44444.4,44519.8,44535.6,44611,44566,44619,44620,44663.7,44683.71,44684.71,44693.71,44695.71,44725.71,44770,,0
141,JV,Rig Crew 1,HALCOMB A S275HM,All,2050,10000,WAMECDGIW3,HALCOMB A S275HM,2,PAD 67,2,1,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44532.8,44502.4,44532.8,44593.6,44624,44624,44634,44646,44685.71,44699.05,44700.05,44706.05,44708.05,44738.05,44796,,0
142,JV,Rig Crew 1,HALCOMB A S276HM,All,2050,10000,WAMENEDU3O,HALCOMB A S276HM,2,PAD 67,2,2,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,44543.8,44502.4,44543.8,44593.6,44635,44624,44645,44646,44685.71,44699.05,44700.05,44706.05,44708.05,44738.05,44796,,0
143,JV,Rig Crew 1,MUNSON C N211HM,All,2050,13000,WAMEQAFK96,MUNSON C N211HM,2,PAD 68,4,1,SOUTHWEST,N/A,87,64,4PUD,13000,50-2000-10-18-180,FUTURE,GENERIC TB,44558.8,44528.4,44558.8,44619.6,44650,44650,44659,44690,44709.05,44725.05,44743.05,44755.05,44757.05,44787.05,44840,,0
144,JV,Rig Crew 1,MUNSON C N212HU,All,2050,13000,WAMF06C3G7,MUNSON C N212HU,2,PAD 68,4,2,SOUTHWEST,N/A,87,64,4PUD,13000,50-2000-10-18-180,FUTURE,GENERIC TB,44568.8,44528.4,44568.8,44619.6,44660,44650,44669,44690,44709.05,44725.05,44743.05,44755.05,44757.05,44787.05,44840,,0
145,JV,Rig Crew 1,MUNSON C N213HM,All,2050,13000,WAMF3EA9RB,MUNSON C N213HM,2,PAD 68,4,3,SOUTHWEST,N/A,87,64,4PUD,13000,50-2000-10-18-180,FUTURE,GENERIC TB,44578.8,44528.4,44578.8,44619.6,44670,44650,44679,44690,44726.05,44742.05,44743.05,44755.05,44757.05,44787.05,44840,,0
146,JV,Rig Crew 1,MUNSON C N214HU,All,2050,13000,WAMF44XAX0,MUNSON C N214HU,2,PAD 68,4,4,SOUTHWEST,N/A,87,64,4PUD,13000,50-2000-10-18-180,FUTURE,GENERIC TB,44588.8,44528.4,44588.8,44619.6,44680,44650,44689,44690,44726.05,44742.05,44743.05,44755.05,44757.05,44787.05,44840,,0
147,JV,Rig Crew 1,SECRETARIAT N021HU,All,2050,7100,WCFMDOD3EP,SECRETARIAT N021HU,2,PAD 69,7,1,SOUTHWEST,N/A,100,75,4PUD,7100,50-2000-10-18-180,FUTURE,GENERIC TB,44602.8,44572.4,44602.8,44663.6,44694,44694,44702,44757,44762,44775.34,44810.69,44828.69,44830.69,44860.69,44907,,0
148,JV,Rig Crew 1,SECRETARIAT N022HM,All,2050,7100,WCFMCTFB9M,SECRETARIAT N022HM,2,PAD 69,7,2,SOUTHWEST,N/A,100,75,4PUD,7100,50-2000-10-18-180,FUTURE,GENERIC TB,44611.8,44572.4,44611.8,44663.6,44703,44694,44711,44757,44762,44775.34,44810.69,44828.69,44830.69,44860.69,44907,,0
149,JV,Rig Crew 1,SECRETARIAT N023HU,All,2050,7100,WCFMDB65CM,SECRETARIAT N023HU,2,PAD 69,7,3,SOUTHWEST,N/A,100,75,4PUD,7100,50-2000-10-18-180,FUTURE,GENERIC TB,44620.8,44572.4,44620.8,44663.6,44712,44694,44720,44757,44776.34,44789.68,44810.69,44828.69,44830.69,44860.69,44907,,0
150,JV,Rig Crew 1,SECRETARIAT N024HM,All,2050,7100,WCFMD961BM,SECRETARIAT N024HM,2,PAD 69,7,4,SOUTHWEST,N/A,100,75,4PUD,7100,50-2000-10-18-180,FUTURE,GENERIC TB,44629.8,44572.4,44629.8,44663.6,44721,44694,44729,44757,44776.34,44789.68,44810.69,44828.69,44830.69,44860.69,44907,,0
151,JV,Rig Crew 1,SECRETARIAT N025HU,All,2050,7100,WCFM6TICSU,SECRETARIAT N025HU,2,PAD 69,7,5,SOUTHWEST,N/A,100,75,4PUD,7100,50-2000-10-18-180,FUTURE,GENERIC TB,44638.8,44572.4,44638.8,44663.6,44730,44694,44738,44757,44790.68,44810.69,44810.69,44828.69,44830.69,44860.69,44907,,0
